file,scenario,cyclist_true_d_idx,cyclist_true_r_idx,vehicle_true_d_idx,vehicle_true_r_idx,valid_cyclist,valid_vehicle,valid_all,source_index,cyclist_true_angle_deg,vehicle_true_angle_deg
./learn_dataset_narrow_angle_single\sample_00449.npz,vehicle_only,0,0,1,148,0,True,1,73,0.0,1.5187802537508226
./learn_dataset_narrow_angle_single\sample_00450.npz,vehicle_only,0,0,1,132,0,True,1,134,0.0,1.627911171403728
./learn_dataset_narrow_angle_single\sample_00451.npz,vehicle_only,0,0,1,91,0,True,1,296,0.0,1.9418735807236078
./learn_dataset_narrow_angle_single\sample_00452.npz,vehicle_only,0,0,1,124,0,True,1,166,0.0,1.687056909217949
./learn_dataset_narrow_angle_single\sample_00453.npz,vehicle_only,0,0,1,158,0,True,1,33,0.0,1.4496776762805355
./learn_dataset_narrow_angle_single\sample_00454.npz,vehicle_only,0,0,1,125,0,True,1,162,0.0,1.679590055863323
./learn_dataset_narrow_angle_single\sample_00455.npz,vehicle_only,0,0,1,125,0,True,1,163,0.0,1.6814547765086632
./learn_dataset_narrow_angle_single\sample_00456.npz,vehicle_only,0,0,1,127,0,True,1,156,0.0,1.6684295309511203
./learn_dataset_narrow_angle_single\sample_00457.npz,vehicle_only,0,0,1,95,0,True,1,277,0.0,1.9030983978900164
./learn_dataset_narrow_angle_single\sample_00458.npz,vehicle_only,0,0,1,120,0,True,1,181,0.0,1.715248132019431
./learn_dataset_narrow_angle_single\sample_00459.npz,vehicle_only,0,0,1,135,0,True,1,122,0.0,1.6060738046532557
./learn_dataset_narrow_angle_single\sample_00460.npz,vehicle_only,0,0,1,91,0,True,1,293,0.0,1.9357146513487706
./learn_dataset_narrow_angle_single\sample_00461.npz,vehicle_only,0,0,1,133,0,True,1,131,0.0,1.6224345414671089
./learn_dataset_narrow_angle_single\sample_00462.npz,vehicle_only,0,0,1,139,0,True,1,109,0.0,1.5826231624270086
./learn_dataset_narrow_angle_single\sample_00463.npz,vehicle_only,0,0,1,98,0,True,1,269,0.0,1.8869349455515931
./learn_dataset_narrow_angle_single\sample_00464.npz,vehicle_only,0,0,1,146,0,True,1,82,0.0,1.5345919040398732
./learn_dataset_narrow_angle_single\sample_00465.npz,vehicle_only,0,0,1,123,0,True,1,170,0.0,1.694545070894331
./learn_dataset_narrow_angle_single\sample_00466.npz,vehicle_only,0,0,1,113,0,True,1,208,0.0,1.7667629866485477
./learn_dataset_narrow_angle_single\sample_00467.npz,vehicle_only,0,0,1,152,0,True,1,56,0.0,1.4891800490935412
./learn_dataset_narrow_angle_single\sample_00468.npz,vehicle_only,0,0,1,120,0,True,1,182,0.0,1.7171383193043288
./learn_dataset_narrow_angle_single\sample_00469.npz,vehicle_only,0,0,1,153,0,True,1,53,0.0,1.4839922674730792
./learn_dataset_narrow_angle_single\sample_00470.npz,vehicle_only,0,0,1,103,0,True,1,246,0.0,1.8409930468759639
./learn_dataset_narrow_angle_single\sample_00471.npz,vehicle_only,0,0,1,144,0,True,1,87,0.0,1.5434187716296115
./learn_dataset_narrow_angle_single\sample_00472.npz,vehicle_only,0,0,1,159,0,True,1,29,0.0,1.4428707184262641
./learn_dataset_narrow_angle_single\sample_00473.npz,vehicle_only,0,0,1,164,0,True,1,12,0.0,1.4141463752835663
./learn_dataset_narrow_angle_single\sample_00474.npz,vehicle_only,0,0,1,139,0,True,1,107,0.0,1.57903425422505
./learn_dataset_narrow_angle_single\sample_00475.npz,vehicle_only,0,0,1,100,0,True,1,258,0.0,1.8648656595870456
./learn_dataset_narrow_angle_single\sample_00476.npz,vehicle_only,0,0,1,136,0,True,1,121,0.0,1.6042623189555858
./learn_dataset_narrow_angle_single\sample_00477.npz,vehicle_only,0,0,1,130,0,True,1,141,0.0,1.6407350958526088
./learn_dataset_narrow_angle_single\sample_00478.npz,vehicle_only,0,0,1,91,0,True,1,295,0.0,1.9398190719008552
./learn_dataset_narrow_angle_single\sample_00479.npz,vehicle_only,0,0,1,109,0,True,1,226,0.0,1.8016686758446838
./learn_dataset_narrow_angle_single\sample_00480.npz,vehicle_only,0,0,1,134,0,True,1,129,0.0,1.6187898736146578
./learn_dataset_narrow_angle_single\sample_00481.npz,vehicle_only,0,0,1,99,0,True,1,265,0.0,1.8788890153168745
./learn_dataset_narrow_angle_single\sample_00482.npz,vehicle_only,0,0,1,103,0,True,1,248,0.0,1.844957220509472
./learn_dataset_narrow_angle_single\sample_00483.npz,vehicle_only,0,0,1,143,0,True,1,92,0.0,1.552276280487437
./learn_dataset_narrow_angle_single\sample_00484.npz,vehicle_only,0,0,1,119,0,True,1,186,0.0,1.7247126303248406
./learn_dataset_narrow_angle_single\sample_00485.npz,vehicle_only,0,0,1,156,0,True,1,40,0.0,1.4616345389368166
./learn_dataset_narrow_angle_single\sample_00486.npz,vehicle_only,0,0,1,113,0,True,1,210,0.0,1.7706189437126894
./learn_dataset_narrow_angle_single\sample_00487.npz,vehicle_only,0,0,1,129,0,True,1,148,0.0,1.6536225691438633
./learn_dataset_narrow_angle_single\sample_00488.npz,vehicle_only,0,0,1,163,0,True,1,14,0.0,1.417508574231158
./learn_dataset_narrow_angle_single\sample_00489.npz,vehicle_only,0,0,1,114,0,True,1,205,0.0,1.7609894962277257
./learn_dataset_narrow_angle_single\sample_00490.npz,vehicle_only,0,0,1,110,0,True,1,219,0.0,1.788040037998412
./learn_dataset_narrow_angle_single\sample_00491.npz,vehicle_only,0,0,1,165,0,True,1,6,0.0,1.4040869832435796
./learn_dataset_narrow_angle_single\sample_00492.npz,vehicle_only,0,0,1,145,0,True,1,86,0.0,1.5416509518917576
./learn_dataset_narrow_angle_single\sample_00493.npz,vehicle_only,0,0,1,107,0,True,1,232,0.0,1.8134057517357867
./learn_dataset_narrow_angle_single\sample_00494.npz,vehicle_only,0,0,1,121,0,True,1,177,0.0,1.7077009012374713
./learn_dataset_narrow_angle_single\sample_00495.npz,vehicle_only,0,0,1,119,0,True,1,187,0.0,1.7266096058299611
./learn_dataset_narrow_angle_single\sample_00496.npz,vehicle_only,0,0,1,108,0,True,1,229,0.0,1.8075307998480226
./learn_dataset_narrow_angle_single\sample_00497.npz,vehicle_only,0,0,1,108,0,True,1,228,0.0,1.8055753352633024
./learn_dataset_narrow_angle_single\sample_00498.npz,vehicle_only,0,0,1,105,0,True,1,240,0.0,1.8291353244093067
./learn_dataset_narrow_angle_single\sample_00499.npz,vehicle_only,0,0,1,99,0,True,1,264,0.0,1.8768812436699025
./learn_dataset_narrow_angle_single\sample_00500.npz,vehicle_only,0,0,1,100,0,True,1,261,0.0,1.8708668087357472
./learn_dataset_narrow_angle_single\sample_00501.npz,vehicle_only,0,0,1,104,0,True,1,244,0.0,1.837034681453953
./learn_dataset_narrow_angle_single\sample_00502.npz,vehicle_only,0,0,1,98,0,True,1,266,0.0,1.880898269689193
./learn_dataset_narrow_angle_single\sample_00503.npz,vehicle_only,0,0,1,146,0,True,1,79,0.0,1.529310425393651
./learn_dataset_narrow_angle_single\sample_00504.npz,vehicle_only,0,0,1,155,0,True,1,45,0.0,1.4702101655332451
./learn_dataset_narrow_angle_single\sample_00505.npz,vehicle_only,0,0,1,136,0,True,1,120,0.0,1.6024521031458379
./learn_dataset_narrow_angle_single\sample_00506.npz,vehicle_only,0,0,1,95,0,True,1,278,0.0,1.905125573432325
./learn_dataset_narrow_angle_single\sample_00507.npz,vehicle_only,0,0,1,137,0,True,1,115,0.0,1.5934200258871498
./learn_dataset_narrow_angle_single\sample_00508.npz,vehicle_only,0,0,1,123,0,True,1,171,0.0,1.696420451401416
./learn_dataset_narrow_angle_single\sample_00509.npz,vehicle_only,0,0,1,145,0,True,1,84,0.0,1.5381189842796785
./learn_dataset_narrow_angle_single\sample_00510.npz,vehicle_only,0,0,1,135,0,True,1,124,0.0,1.609700591046654
./learn_dataset_narrow_angle_single\sample_00511.npz,vehicle_only,0,0,1,155,0,True,1,46,0.0,1.4719288074069532
./learn_dataset_narrow_angle_single\sample_00512.npz,vehicle_only,0,0,1,140,0,True,1,104,0.0,1.5736602742984853
./learn_dataset_narrow_angle_single\sample_00513.npz,vehicle_only,0,0,1,143,0,True,1,91,0.0,1.5505023197789602
./learn_dataset_narrow_angle_single\sample_00514.npz,vehicle_only,0,0,1,115,0,True,1,200,0.0,1.7513947658612101
./learn_dataset_narrow_angle_single\sample_00515.npz,vehicle_only,0,0,1,162,0,True,1,19,0.0,1.4259339955393266
./learn_dataset_narrow_angle_single\sample_00516.npz,vehicle_only,0,0,1,102,0,True,1,252,0.0,1.8529030434688736
./learn_dataset_narrow_angle_single\sample_00517.npz,vehicle_only,0,0,1,113,0,True,1,207,0.0,1.7648370986573259
./learn_dataset_narrow_angle_single\sample_00518.npz,vehicle_only,0,0,1,144,0,True,1,88,0.0,1.5451878170146858
./learn_dataset_narrow_angle_single\sample_00519.npz,vehicle_only,0,0,1,115,0,True,1,201,0.0,1.7533109435543734
./learn_dataset_narrow_angle_single\sample_00520.npz,vehicle_only,0,0,1,130,0,True,1,143,0.0,1.6444107259384149
./learn_dataset_narrow_angle_single\sample_00521.npz,vehicle_only,0,0,1,138,0,True,1,112,0.0,1.5880159332721546
./learn_dataset_narrow_angle_single\sample_00522.npz,vehicle_only,0,0,1,110,0,True,1,220,0.0,1.7899827442879892
./learn_dataset_narrow_angle_single\sample_00523.npz,vehicle_only,0,0,1,148,0,True,1,74,0.0,1.520532255006001
./learn_dataset_narrow_angle_single\sample_00524.npz,vehicle_only,0,0,1,106,0,True,1,237,0.0,1.8232259588593702
./learn_dataset_narrow_angle_single\sample_00525.npz,vehicle_only,0,0,1,161,0,True,1,22,0.0,1.431002956646749
./learn_dataset_narrow_angle_single\sample_00526.npz,vehicle_only,0,0,1,128,0,True,1,152,0.0,1.6610155532711672
./learn_dataset_narrow_angle_single\sample_00527.npz,vehicle_only,0,0,1,143,0,True,1,94,0.0,1.5558278992547347
./learn_dataset_narrow_angle_single\sample_00528.npz,vehicle_only,0,0,1,102,0,True,1,253,0.0,1.8548931493160012
./learn_dataset_narrow_angle_single\sample_00529.npz,vehicle_only,0,0,1,111,0,True,1,216,0.0,1.78222037240415
./learn_dataset_narrow_angle_single\sample_00530.npz,vehicle_only,0,0,1,97,0,True,1,273,0.0,1.8950047045120821
./learn_dataset_narrow_angle_single\sample_00531.npz,vehicle_only,0,0,1,118,0,True,1,188,0.0,1.7285079433542614
./learn_dataset_narrow_angle_single\sample_00532.npz,vehicle_only,0,0,1,150,0,True,1,66,0.0,1.5065500000539578
./learn_dataset_narrow_angle_single\sample_00533.npz,vehicle_only,0,0,1,94,0,True,1,283,0.0,1.9152840477270847
./learn_dataset_narrow_angle_single\sample_00534.npz,vehicle_only,0,0,1,141,0,True,1,100,0.0,1.5665124267790125
./learn_dataset_narrow_angle_single\sample_00535.npz,vehicle_only,0,0,1,148,0,True,1,72,0.0,1.517029460521739
./learn_dataset_narrow_angle_single\sample_00536.npz,vehicle_only,0,0,1,97,0,True,1,271,0.0,1.8909668398499597
./learn_dataset_narrow_angle_single\sample_00537.npz,vehicle_only,0,0,1,149,0,True,1,70,0.0,1.513531493160663
./learn_dataset_narrow_angle_single\sample_00538.npz,vehicle_only,0,0,1,127,0,True,1,155,0.0,1.6665740635106154
./learn_dataset_narrow_angle_single\sample_00539.npz,vehicle_only,0,0,1,104,0,True,1,242,0.0,1.833082111525413
./learn_dataset_narrow_angle_single\sample_00540.npz,vehicle_only,0,0,1,134,0,True,1,126,0.0,1.6133324730132355
./learn_dataset_narrow_angle_single\sample_00541.npz,vehicle_only,0,0,1,121,0,True,1,178,0.0,1.7095856840726125
./learn_dataset_narrow_angle_single\sample_00542.npz,vehicle_only,0,0,1,109,0,True,1,225,0.0,1.7997174779133225
./learn_dataset_narrow_angle_single\sample_00543.npz,vehicle_only,0,0,1,92,0,True,1,290,0.0,1.9295694876459033
./learn_dataset_narrow_angle_single\sample_00544.npz,vehicle_only,0,0,1,136,0,True,1,118,0.0,1.598835475866979
./learn_dataset_narrow_angle_single\sample_00545.npz,vehicle_only,0,0,1,147,0,True,1,75,0.0,1.5222854655347118
./learn_dataset_narrow_angle_single\sample_00546.npz,vehicle_only,0,0,1,103,0,True,1,249,0.0,1.8469414893900702
./learn_dataset_narrow_angle_single\sample_00547.npz,vehicle_only,0,0,1,164,0,True,1,11,0.0,1.4124669789737807
./learn_dataset_narrow_angle_single\sample_00548.npz,vehicle_only,0,0,1,137,0,True,1,117,0.0,1.5970290617409333
./learn_dataset_narrow_angle_single\sample_00549.npz,vehicle_only,0,0,1,153,0,True,1,54,0.0,1.4857203429615773
./learn_dataset_narrow_angle_single\sample_00550.npz,vehicle_only,0,0,1,126,0,True,1,158,0.0,1.6721444202597473
./learn_dataset_narrow_angle_single\sample_00551.npz,vehicle_only,0,0,1,150,0,True,1,64,0.0,1.5030664544992576
./learn_dataset_narrow_angle_single\sample_00552.npz,vehicle_only,0,0,1,109,0,True,1,224,0.0,1.7977676991060159
./learn_dataset_narrow_angle_single\sample_00553.npz,vehicle_only,0,0,1,119,0,True,1,184,0.0,1.7209227595296086
./learn_dataset_narrow_angle_single\sample_00554.npz,vehicle_only,0,0,1,104,0,True,1,245,0.0,1.839013138934267
./learn_dataset_narrow_angle_single\sample_00555.npz,vehicle_only,0,0,1,166,0,True,1,2,0.0,1.3974033011861424
./learn_dataset_narrow_angle_single\sample_00556.npz,vehicle_only,0,0,1,156,0,True,1,43,0.0,1.4667764019323537
./learn_dataset_narrow_angle_single\sample_00557.npz,vehicle_only,0,0,1,135,0,True,1,123,0.0,1.607886561571958
./learn_dataset_narrow_angle_single\sample_00558.npz,vehicle_only,0,0,1,162,0,True,1,18,0.0,1.4242466296430165
./learn_dataset_narrow_angle_single\sample_00559.npz,vehicle_only,0,0,1,123,0,True,1,168,0.0,1.6907983208351867
./learn_dataset_narrow_angle_single\sample_00560.npz,vehicle_only,0,0,1,147,0,True,1,77,0.0,1.5257955194110484
./learn_dataset_narrow_angle_single\sample_00561.npz,vehicle_only,0,0,1,113,0,True,1,209,0.0,1.7686902678310237
./learn_dataset_narrow_angle_single\sample_00562.npz,vehicle_only,0,0,1,158,0,True,1,32,0.0,1.4479742005129088
./learn_dataset_narrow_angle_single\sample_00563.npz,vehicle_only,0,0,1,133,0,True,1,130,0.0,1.620611566564302
./learn_dataset_narrow_angle_single\sample_00564.npz,vehicle_only,0,0,1,139,0,True,1,106,0.0,1.5772416779049134
./learn_dataset_narrow_angle_single\sample_00565.npz,vehicle_only,0,0,1,112,0,True,1,213,0.0,1.776413354664785
./learn_dataset_narrow_angle_single\sample_00566.npz,vehicle_only,0,0,1,155,0,True,1,44,0.0,1.4684926974413772
./learn_dataset_narrow_angle_single\sample_00567.npz,vehicle_only,0,0,1,95,0,True,1,280,0.0,1.9091844388168868
./learn_dataset_narrow_angle_single\sample_00568.npz,vehicle_only,0,0,1,125,0,True,1,161,0.0,1.6777266613249275
./learn_dataset_narrow_angle_single\sample_00569.npz,vehicle_only,0,0,1,152,0,True,1,58,0.0,1.4926445035432814
./learn_dataset_narrow_angle_single\sample_00570.npz,vehicle_only,0,0,1,161,0,True,1,24,0.0,1.434387995177689
./learn_dataset_narrow_angle_single\sample_00571.npz,vehicle_only,0,0,1,163,0,True,1,16,0.0,1.4208753226120434
./learn_dataset_narrow_angle_single\sample_00572.npz,vehicle_only,0,0,1,138,0,True,1,110,0.0,1.5844194969254117
./learn_dataset_narrow_angle_single\sample_00573.npz,vehicle_only,0,0,1,131,0,True,1,138,0.0,1.6352313741120204
./learn_dataset_narrow_angle_single\sample_00574.npz,vehicle_only,0,0,1,118,0,True,1,191,0.0,1.7342111426850886
./learn_dataset_narrow_angle_single\sample_00575.npz,vehicle_only,0,0,1,162,0,True,1,17,0.0,1.4225604057192487
./learn_dataset_narrow_angle_single\sample_00576.npz,vehicle_only,0,0,1,105,0,True,1,241,0.0,1.8311079959069299
./learn_dataset_narrow_angle_single\sample_00577.npz,vehicle_only,0,0,1,138,0,True,1,111,0.0,1.586217086769514
./learn_dataset_narrow_angle_single\sample_00578.npz,vehicle_only,0,0,1,116,0,True,1,196,0.0,1.7437438522678161
./learn_dataset_narrow_angle_single\sample_00579.npz,vehicle_only,0,0,1,158,0,True,1,35,0.0,1.4530881074993338
./learn_dataset_narrow_angle_single\sample_00580.npz,vehicle_only,0,0,1,157,0,True,1,36,0.0,1.4547950653145751
./learn_dataset_narrow_angle_single\sample_00581.npz,vehicle_only,0,0,1,120,0,True,1,183,0.0,1.7190298613234423
./learn_dataset_narrow_angle_single\sample_00582.npz,vehicle_only,0,0,1,154,0,True,1,50,0.0,1.4788151367571873
./learn_dataset_narrow_angle_single\sample_00583.npz,vehicle_only,0,0,1,165,0,True,1,7,0.0,1.4057607214232668
./learn_dataset_narrow_angle_single\sample_00584.npz,vehicle_only,0,0,1,140,0,True,1,103,0.0,1.5718714444064892
./learn_dataset_narrow_angle_single\sample_00585.npz,vehicle_only,0,0,1,121,0,True,1,176,0.0,1.7058174659032939
./learn_dataset_narrow_angle_single\sample_00586.npz,vehicle_only,0,0,1,131,0,True,1,140,0.0,1.6388992268563658
./learn_dataset_narrow_angle_single\sample_00587.npz,vehicle_only,0,0,1,92,0,True,1,289,0.0,1.92752415083383
./learn_dataset_narrow_angle_single\sample_00588.npz,vehicle_only,0,0,1,156,0,True,1,42,0.0,1.4650612778088081
./learn_dataset_narrow_angle_single\sample_00589.npz,vehicle_only,0,0,1,161,0,True,1,23,0.0,1.4326949020242759
./learn_dataset_narrow_angle_single\sample_00590.npz,vehicle_only,0,0,1,96,0,True,1,276,0.0,1.9010727248904642
./learn_dataset_narrow_angle_single\sample_00591.npz,vehicle_only,0,0,1,125,0,True,1,164,0.0,1.6833208246731068
./learn_dataset_narrow_angle_single\sample_00592.npz,vehicle_only,0,0,1,137,0,True,1,114,0.0,1.5916174015135602
./learn_dataset_narrow_angle_single\sample_00593.npz,vehicle_only,0,0,1,106,0,True,1,238,0.0,1.8251943074614583
./learn_dataset_narrow_angle_single\sample_00594.npz,vehicle_only,0,0,1,163,0,True,1,15,0.0,1.4191913791669706
./learn_dataset_narrow_angle_single\sample_00595.npz,vehicle_only,0,0,1,130,0,True,1,142,0.0,1.6425722617563052
./learn_dataset_narrow_angle_single\sample_00596.npz,vehicle_only,0,0,1,117,0,True,1,195,0.0,1.7418345657373786
./learn_dataset_narrow_angle_single\sample_00597.npz,vehicle_only,0,0,1,157,0,True,1,37,0.0,1.4565031861790931
./learn_dataset_narrow_angle_single\sample_00598.npz,vehicle_only,0,0,1,141,0,True,1,98,0.0,1.5629459621068065
./learn_dataset_narrow_angle_single\sample_00599.npz,vehicle_only,0,0,1,131,0,True,1,137,0.0,1.6333993876316049
